,max_depth,minInstancesPerNode,training_rmse,testing_rmse,Best Model
0,2.0,2.0,47.93571514401758,49.04751750227962,0.0
1,2.0,3.0,47.935715144017564,49.04751750227962,0.0
2,2.0,4.0,47.93571514401758,49.04751750227962,0.0
3,2.0,5.0,47.93571514401758,49.04751750227962,0.0
4,2.0,6.0,47.93571514401758,49.04751750227962,0.0
5,2.0,7.0,47.93571514401758,49.04751750227962,0.0
6,3.0,2.0,47.77280984113013,48.88899315993015,0.0
7,3.0,3.0,47.77280984113013,48.88899315993015,0.0
8,3.0,4.0,47.77280984113013,48.88899315993015,0.0
9,3.0,5.0,47.77280984113013,48.88899315993015,0.0
10,3.0,6.0,47.77280984113013,48.88899315993015,0.0
11,3.0,7.0,47.77280984113013,48.88899315993015,0.0
12,4.0,2.0,47.65745026670682,48.77292197854313,0.0
13,4.0,3.0,47.65745026670682,48.77292197854313,0.0
14,4.0,4.0,47.65745026670682,48.77292197854313,0.0
15,4.0,5.0,47.65745026670682,48.77292197854313,0.0
16,4.0,6.0,47.65745026670682,48.77292197854313,0.0
17,4.0,7.0,47.65745026670682,48.77292197854313,0.0
18,5.0,2.0,47.52199546955459,48.62955219771223,0.0
19,5.0,3.0,47.52199546955459,48.62955219771223,0.0
20,5.0,4.0,47.52199546955459,48.62955219771223,0.0
21,5.0,5.0,47.52199546955459,48.62955219771223,0.0
22,5.0,6.0,47.52199546955459,48.62955219771223,0.0
23,5.0,7.0,47.52199546955459,48.62955219771223,0.0
24,6.0,2.0,47.3108783548579,48.40232079293941,0.0
25,6.0,3.0,47.3108783548579,48.40232079293941,0.0
26,6.0,4.0,47.310878910804185,48.40221142769489,0.0
27,6.0,5.0,47.310878910804185,48.4022114276949,0.0
28,6.0,6.0,47.310878910804185,48.4022114276949,0.0
29,6.0,7.0,47.310878910804185,48.4022114276949,0.0
30,7.0,2.0,47.084172353926945,48.19206656315693,0.0
31,7.0,3.0,47.084172353926945,48.19206656315693,0.0
32,7.0,4.0,47.084083054812126,48.192018174883565,0.0
33,7.0,5.0,47.08422370774045,48.19161614806313,0.0
34,7.0,6.0,47.08422370774045,48.19161614806315,0.0
35,7.0,7.0,47.084732301472435,48.19111543224245,0.0
36,8.0,2.0,46.79264458812272,47.915254846300655,0.0
37,8.0,3.0,46.79343199189502,47.9156444633446,0.0
38,8.0,4.0,46.792929154195946,47.91477351545268,0.0
39,8.0,5.0,46.79360453812441,47.91456939645595,0.0
40,8.0,6.0,46.79377245582317,47.914224947634786,0.0
41,8.0,7.0,46.7942910426276,47.91373017648528,0.0
42,9.0,2.0,46.39120888690608,47.689861221081436,0.0
43,9.0,3.0,46.3955090597184,47.688592203145355,0.0
44,9.0,4.0,46.395650203219766,47.67818667607697,0.0
45,9.0,5.0,46.396738118954445,47.67987042452652,0.0
46,9.0,6.0,46.39908043391163,47.66432659575208,0.0
47,9.0,7.0,46.39992305649165,47.66275097934891,0.0
48,10.0,2.0,45.78371688095464,47.64302977017141,0.0
49,10.0,3.0,45.785654212914025,47.6206785045154,0.0
50,10.0,4.0,45.81671087613738,47.607973305445114,0.0
51,10.0,5.0,45.82636573132703,47.59295269396781,0.0
52,10.0,6.0,45.83638224581864,47.56668966516222,1000.0
53,10.0,7.0,45.84142888741008,47.58249578557955,0.0
