,max_depth,minInstancesPerNode,training_rmse,testing_rmse,Best Model
0,2.0,2.0,47.93449427060763,49.04816440403184,0.0
1,2.0,3.0,47.93449427060763,49.04816440403184,0.0
2,2.0,4.0,47.93449427060763,49.04816440403184,0.0
3,2.0,5.0,47.93449427060763,49.04816440403184,0.0
4,2.0,6.0,47.93449427060763,49.04816440403184,0.0
5,2.0,7.0,47.93449427060763,49.04816440403184,0.0
6,3.0,2.0,47.771029465234754,48.888703984545685,0.0
7,3.0,3.0,47.771029465234754,48.888703984545685,0.0
8,3.0,4.0,47.77102946523475,48.888703984545685,0.0
9,3.0,5.0,47.77102946523475,48.888703984545685,0.0
10,3.0,6.0,47.771029465234754,48.888703984545685,0.0
11,3.0,7.0,47.771029465234754,48.888703984545685,0.0
12,4.0,2.0,47.654672431668715,48.77268550335519,0.0
13,4.0,3.0,47.654672431668715,48.77268550335519,0.0
14,4.0,4.0,47.654672431668715,48.77268550335519,0.0
15,4.0,5.0,47.654672431668715,48.77268550335519,0.0
16,4.0,6.0,47.654672431668715,48.77268550335519,0.0
17,4.0,7.0,47.654672431668715,48.77268550335519,0.0
18,5.0,2.0,47.50991843518804,48.66699907825381,0.0
19,5.0,3.0,47.50991843518804,48.66699907825381,0.0
20,5.0,4.0,47.50991843518804,48.66699907825381,0.0
21,5.0,5.0,47.50991843518804,48.66699907825381,0.0
22,5.0,6.0,47.50991843518804,48.66699907825381,0.0
23,5.0,7.0,47.50991843518804,48.66699907825381,0.0
24,6.0,2.0,47.314266354214695,48.52046884369926,0.0
25,6.0,3.0,47.314266354214695,48.52046884369926,0.0
26,6.0,4.0,47.314266354214695,48.52046884369926,0.0
27,6.0,5.0,47.314266354214695,48.52046884369926,0.0
28,6.0,6.0,47.314266354214695,48.52046884369926,0.0
29,6.0,7.0,47.314266354214695,48.52046884369926,0.0
30,7.0,2.0,47.07981461879367,48.35350757819271,0.0
31,7.0,3.0,47.07981461879367,48.35350757819271,0.0
32,7.0,4.0,47.0836925881238,48.359628202372775,0.0
33,7.0,5.0,47.0836925881238,48.359628202372775,0.0
34,7.0,6.0,47.0836925881238,48.359628202372775,0.0
35,7.0,7.0,47.0836925881238,48.359628202372775,0.0
36,8.0,2.0,46.768473563714075,48.329416261631884,0.0
37,8.0,3.0,46.771887403005344,48.24594579759052,0.0
38,8.0,4.0,46.77734760142097,48.266494876178676,0.0
39,8.0,5.0,46.780228046909635,48.26136543837544,0.0
40,8.0,6.0,46.78262754506743,48.25862278796249,0.0
41,8.0,7.0,46.78442095513723,48.2636100326184,0.0
42,9.0,2.0,46.35390854263632,48.37701495938371,0.0
43,9.0,3.0,46.35986181470561,48.22027476042496,0.0
44,9.0,4.0,46.38651592101867,48.181004004819265,0.0
45,9.0,5.0,46.39521356593888,48.156086635028274,0.0
46,9.0,6.0,46.406450696104585,48.10915090807506,0.0
47,9.0,7.0,46.398576716378976,48.13324348656398,0.0
48,10.0,2.0,45.83780360721939,48.37016826571028,0.0
49,10.0,3.0,45.861124781293206,48.15709944226471,0.0
50,10.0,4.0,45.8877195197882,48.0801808167102,0.0
51,10.0,5.0,45.90879166950121,48.012453786061855,0.0
52,10.0,6.0,45.92193691918091,47.96947701326899,0.0
53,10.0,7.0,45.923507207520274,47.968543189861954,1000.0
