,max_depth,minInstancesPerNode,training_rmse,testing_rmse,Best Model
0,2.0,2.0,47.935630674474695,49.04792594210691,0.0
1,2.0,3.0,47.935630674474695,49.047925942106914,0.0
2,2.0,4.0,47.9356306744747,49.04792594210691,0.0
3,2.0,5.0,47.9356306744747,49.04792594210691,0.0
4,2.0,6.0,47.935630674474695,49.047925942106914,0.0
5,2.0,7.0,47.9356306744747,49.04792594210691,0.0
6,3.0,2.0,47.77179151857803,48.88993752682951,0.0
7,3.0,3.0,47.77179151857804,48.88993752682951,0.0
8,3.0,4.0,47.77179151857804,48.88993752682951,0.0
9,3.0,5.0,47.77179151857804,48.88993752682953,0.0
10,3.0,6.0,47.77179151857804,48.88993752682953,0.0
11,3.0,7.0,47.77179151857804,48.88993752682951,0.0
12,4.0,2.0,47.65112966161934,48.775689315507556,0.0
13,4.0,3.0,47.65112966161934,48.77568931550756,0.0
14,4.0,4.0,47.651129661619336,48.775689315507556,0.0
15,4.0,5.0,47.651129661619336,48.775689315507556,0.0
16,4.0,6.0,47.651129661619336,48.775689315507556,0.0
17,4.0,7.0,47.651129661619336,48.775689315507556,0.0
18,5.0,2.0,47.508790022977095,48.628192107047234,0.0
19,5.0,3.0,47.508790022977095,48.628192107047234,0.0
20,5.0,4.0,47.508790022977095,48.628192107047234,0.0
21,5.0,5.0,47.508790022977095,48.628192107047234,0.0
22,5.0,6.0,47.508790022977095,48.628192107047234,0.0
23,5.0,7.0,47.508790022977095,48.628192107047234,0.0
24,6.0,2.0,47.293939321844775,48.396338731818524,0.0
25,6.0,3.0,47.293939321844775,48.396338731818524,0.0
26,6.0,4.0,47.293939321844775,48.396338731818524,0.0
27,6.0,5.0,47.293939321844775,48.396338731818524,0.0
28,6.0,6.0,47.293939321844775,48.396338731818524,0.0
29,6.0,7.0,47.29393932184477,48.396338731818524,0.0
30,7.0,2.0,47.07000367479295,48.138201926896976,0.0
31,7.0,3.0,47.07000367479295,48.138201926896976,0.0
32,7.0,4.0,47.07000367479295,48.138201926896976,0.0
33,7.0,5.0,47.070026278775586,48.13819999771303,0.0
34,7.0,6.0,47.070026278775586,48.13819999771303,0.0
35,7.0,7.0,47.070026278775586,48.13819999771303,0.0
36,8.0,2.0,46.78331513770258,47.900749730953166,0.0
37,8.0,3.0,46.78470325264102,47.90069308143959,0.0
38,8.0,4.0,46.78546707045978,47.902080098421834,0.0
39,8.0,5.0,46.78571529773789,47.90098659617355,0.0
40,8.0,6.0,46.78608774038003,47.900972580735264,0.0
41,8.0,7.0,46.78648817890183,47.89940224962564,0.0
42,9.0,2.0,46.3700546762167,47.672496986324745,0.0
43,9.0,3.0,46.374931696532414,47.65574380578048,0.0
44,9.0,4.0,46.379045339731285,47.64332262148798,0.0
45,9.0,5.0,46.380632903588854,47.64679627312423,0.0
46,9.0,6.0,46.38300211203972,47.63706161820486,0.0
47,9.0,7.0,46.38341222163418,47.63567244945448,0.0
48,10.0,2.0,45.80369561098811,47.47248057361472,0.0
49,10.0,3.0,45.825687969399944,47.441294980083974,0.0
50,10.0,4.0,45.836859367261106,47.413165350422325,0.0
51,10.0,5.0,45.850154164897205,47.39343954313842,1000.0
52,10.0,6.0,45.864041187146334,47.39791034432489,0.0
53,10.0,7.0,45.87785592456766,47.4330501760246,0.0
